name_norm,name_base,art,layers,n_units,n_versions,earliest_fra,latest_til,ambiguous,spread_km,lat,lon,candidates
1,1.,"Stænderforsamling i Slesvig, Landkredse; Udskrivningsdistrikt",Staenderforsamling_i_Slesvig_Landkredse; Udskrivningsdistrikt,2,3,1834-05-15,1913-07-02,yes,96.46,,,"142203@55.2497,8.9593 | 117977@55.7605,11.8830"
1 blandede,1. blandede,"Rigsrådet, folketingsvalgkredse; Stænderforsamling i Slesvig, Landkredse",Rigsraadet_folketingsvalgkredse; Staenderforsamling_i_Slesvig_Landkredse,2,2,1834-05-15,1866-07-28,no,0.0,54.879766,10.371739,
1 kreds,1. Kreds,"Rigsrådet, landstingsvalgkredse; Rigsrådet, valgkredse",Rigsraadet_landstingsvalgkreds; Rigsraadet_valgkredse,2,10,1855-10-02,1866-07-28,no,17.56,55.605132,12.335547,
1 sjaellandske distrikt,1. Sjællandske Distrikt,Udskrivningsdistrikt,Udskrivningsdistrikt,1,1,1794-07-02,1851-06-30,no,0.0,55.760523,11.883033,
1 slesvigske,1. slesvigske,"Rigsrådet, folketingsvalgkredse",Rigsraadet_folketingsvalgkredse,1,1,1863-12-04,1866-07-28,no,0.0,55.258152,8.963276,
10 kreds,10. Kreds,"Rigsrådet, landstingsvalgkredse",Rigsraadet_landstingsvalgkreds,1,2,1863-12-04,1866-07-28,no,0.0,55.87201,9.53949,
100085301,100085301,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.010182,10.080604,
100085302,100085302,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.000533,10.081516,
10015201,10015201,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.976156,12.252722,
10015202,10015202,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.974763,12.264977,
1005101,1005101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678403,12.549833,
1005102,1005102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678364,12.549771,
1005103,1005103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678179,12.549923,
1005104,1005104,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.684977,12.531387,
1005105,1005105,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.671812,12.521678,
1005106,1005106,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.676469,12.498422,
1005107,1005107,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678416,12.503817,
1005109,1005109,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678276,12.503725,
1005110,1005110,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.680075,12.509005,
1005111,1005111,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.679129,12.511269,
1005112,1005112,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678879,12.527937,
1005113,1005113,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678867,12.528009,
1005114,1005114,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678842,12.527873,
1005115,1005115,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.686011,12.518179,
1005116,1005116,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.686078,12.517363,
1005117,1005117,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.686056,12.517508,
1005118,1005118,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.688597,12.522042,
1005119,1005119,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.688617,12.522592,
1005120,1005120,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.691293,12.530263,
1005121,1005121,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.691755,12.529669,
1005122,1005122,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.68111,12.536149,
1005123,1005123,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.6832,12.534308,
1005124,1005124,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.683113,12.534433,
1005125,1005125,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.683631,12.533891,
1005126,1005126,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.687772,12.527129,
1005127,1005127,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.685205,12.542936,
1005128,1005128,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.684692,12.543658,
1005129,1005129,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.683958,12.545926,
1005130,1005130,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.68404,12.545343,
1005131,1005131,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.684341,12.544042,
1005132,1005132,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.684309,12.544043,
1005133,1005133,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.680009,12.523656,
1005134,1005134,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.679933,12.522785,
1005135,1005135,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.676095,12.520659,
1005136,1005136,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.675738,12.516153,
1005137,1005137,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.672503,12.524534,
1005138,1005138,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.672655,12.526788,
1005139,1005139,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.672601,12.52675,
1005140,1005140,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.674432,12.538526,
1005141,1005141,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.682382,12.555541,
1005152,1005152,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.681494,12.511747,
1005153,1005153,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678499,12.536378,
1005154,1005154,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.692611,12.527701,
1005155,1005155,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.679501,12.508888,
1005156,1005156,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.675406,12.543011,
1005157,1005157,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.677975,12.514038,
1005158,1005158,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.68747,12.53371,
1005159,1005159,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678055,12.514088,
1005160,1005160,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.687394,12.534034,
1005161,1005161,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.681398,12.511693,
1005162,1005162,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.678468,12.536227,
101025101,101025101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.244387,10.233487,
101025102,101025102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.235136,10.235015,
101025301,101025301,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.227821,10.24214,
101025302,101025302,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.226198,10.252317,
101035101,101035101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.266556,10.104007,
101035102,101035102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.249814,10.123437,
1015101,1015101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.733827,12.555877,
1015102,1015102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.754269,12.546472,
1015103,1015103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.729758,12.542566,
1015104,1015104,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.746324,12.543424,
1015105,1015105,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.744853,12.569828,
1015106,1015106,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.73591,12.574446,
1015107,1015107,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.73934,12.535535,
1015108,1015108,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.73312,12.559895,
1015109,1015109,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.734717,12.55082,
102015101,102015101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.147958,10.159799,
102015102,102015102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.157624,10.157294,
102025101,102025101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.1532,10.065788,
102025102,102025102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.160983,10.058775,
102035101,102035101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.157813,10.106812,
102035102,102035102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.16272,10.131606,
102035103,102035103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.15668,10.106167,
102035104,102035104,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.162655,10.131997,
102035105,102035105,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.166651,10.110056,
102035106,102035106,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.162679,10.131777,
102035107,102035107,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.161255,10.145074,
102045101,102045101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.1735,10.137943,
102045102,102045102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.16926,10.154161,
102045103,102045103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.167326,10.156236,
102045104,102045104,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.17753,10.145285,
102045105,102045105,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.173567,10.138107,
102045106,102045106,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.171505,10.133084,
102095101,102095101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.194229,10.210927,
102095102,102095102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.195604,10.193994,
1025101,1025101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.747105,12.496948,
1025102,1025102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.740131,12.49047,
1025103,1025103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.729453,12.49319,
1025104,1025104,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.757193,12.492937,
1025105,1025105,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.736133,12.509343,
1025106,1025106,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.725295,12.508458,
1025201,1025201,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.743156,12.465418,
1025202,1025202,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.750452,12.484026,
1025203,1025203,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.754878,12.478674,
103015401,103015401,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.013837,10.100948,
103015402,103015402,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.007763,10.099632,
103045601,103045601,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.109156,10.077059,
103045602,103045602,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.117696,10.067348,
103045801,103045801,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.117421,10.101759,
103045802,103045802,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.126141,10.095454,
103045901,103045901,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.124074,10.120615,
103045902,103045902,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.133252,10.117027,
103075301,103075301,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.116232,10.07806,
103075302,103075302,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.12011,10.07703,
103075303,103075303,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.119848,10.076796,
103125101,103125101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.131005,10.156279,
103125102,103125102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.130996,10.156213,
103125103,103125103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.117699,10.135858,
103125104,103125104,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.117714,10.135856,
104035801,104035801,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.073276,9.80279,
104035802,104035802,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.087693,9.776645,
1045101,1045101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.724976,12.4462,
1045102,1045102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.719879,12.430993,
1045103,1045103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.731822,12.421175,
105115101,105115101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.023053,9.748201,
105115102,105115102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.035813,9.692904,
105115201,105115201,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.994357,9.719924,
105115202,105115202,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.04173,9.684043,
105115401,105115401,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.005851,9.725868,
105115402,105115402,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.035479,9.682402,
105115501,105115501,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.018475,9.695901,
105115502,105115502,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.007265,9.706224,
105115601,105115601,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.0222,9.722195,
105115602,105115602,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.030408,9.688875,
106065101,106065101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.164928,9.741311,
106065102,106065102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.169507,9.751,
106065201,106065201,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.160797,9.637306,
106065202,106065202,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.144627,9.612882,
106065501,106065501,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.134801,9.63502,
106065502,106065502,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.148276,9.68127,
106065503,106065503,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.15571,9.710894,
106085101,106085101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.281338,9.762273,
106085102,106085102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.297277,9.765247,
107035101,107035101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.003696,9.95158,
107035102,107035102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.021537,9.955252,
107035701,107035701,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.005312,10.00943,
107035702,107035702,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.005407,10.009005,
109045601,109045601,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.914265,9.524013,
109045602,109045602,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.908265,9.536988,
109076901,109076901,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.121346,9.582239,
109076902,109076902,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.134781,9.546736,
109076903,109076903,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,56.147195,9.516533,
11 kreds,11. Kreds,"Rigsrådet, landstingsvalgkredse",Rigsraadet_landstingsvalgkreds,1,3,1863-12-04,1866-07-28,no,0.0,55.781067,8.720587,
110075101,110075101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.711006,9.962845,
110075102,110075102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.711445,10.003364,
110075103,110075103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.711062,9.974716,
1105301,1105301,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.773262,12.587209,
1105302,1105302,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.773087,12.57803,
1105401,1105401,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.762846,12.571887,
1105402,1105402,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.761411,12.58948,
11085701,11085701,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.961576,12.286879,
11085801,11085801,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.961829,12.270716,
11085802,11085802,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.953464,12.269689,
111115301,111115301,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.828554,9.848969,
111115302,111115302,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.835296,9.826264,
112065101,112065101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.766251,9.555734,
112065102,112065102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.776257,9.57408,
112075101,112075101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.731777,9.554348,
112075102,112075102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.735242,9.557755,
112075103,112075103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.726374,9.549037,
112075104,112075104,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.735639,9.558086,
112075105,112075105,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.716392,9.542043,
112075201,112075201,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.752923,9.567181,
112075401,112075401,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.742098,9.590604,
112115401,112115401,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.766598,9.1436,
112115402,112115402,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.764333,9.159969,
112135201,112135201,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.869797,8.928517,
112135301,112135301,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.850299,8.857296,
112135302,112135302,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.848156,8.857559,
112135303,112135303,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.887115,8.852177,
112135401,112135401,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.859605,8.888011,
112135402,112135402,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.860045,8.887991,
112135701,112135701,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.825649,8.902519,
112135702,112135702,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.825775,8.902026,
112135703,112135703,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.828207,8.911289,
112195101,112195101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.720019,9.603023,
112195102,112195102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.72614,9.586054,
113035501,113035501,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.722898,9.507937,
113035502,113035502,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.716495,9.508329,
113065101,113065101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.738362,9.209181,
113065102,113065102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.740962,9.169805,
113065103,113065103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.735239,9.154631,
113065301,113065301,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.758293,9.179132,
113065302,113065302,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.745975,9.166729,
113095101,113095101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.699729,9.42882,
113095102,113095102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.696032,9.439319,
113095301,113095301,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.710641,9.491547,
113095302,113095302,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.710642,9.491532,
113095303,113095303,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.715116,9.485078,
113095304,113095304,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.709171,9.493654,
113095501,113095501,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.690173,9.416559,
113095502,113095502,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.685689,9.4114,
113095801,113095801,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.715072,9.468397,
113095802,113095802,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.709461,9.471791,
1145101,1145101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.833556,12.502491,
1145102,1145102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.840106,12.506198,
1155201,1155201,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.793651,12.589642,
1155202,1155202,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.787889,12.595825,
116015201,116015201,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.568472,9.656517,
116015202,116015202,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.558178,9.673454,
116015203,116015203,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.559201,9.677337,
116025101,116025101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.529899,9.722288,
116025102,116025102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.537877,9.705362,
116025103,116025103,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.555681,9.681986,
116025104,116025104,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.542545,9.695451,
1165101,1165101,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.614083,12.508487,
1165102,1165102,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.596893,12.544207,
1165401,1165401,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.623115,12.613854,
1165402,1165402,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.616851,12.603902,
1165701,1165701,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.600384,12.606858,
1165702,1165702,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.601733,12.593098,
1165801,1165801,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.61499,12.589458,
1165802,1165802,Geobyggeklods,Geobyggeklods,1,1,1000-01-01,9999-12-31,no,0.0,55.631275,12.601847,
